spkid,e,q,i,moid,moid_ld
20152637,0.2085,0.685,16.72,0.0153,5.94
20152664,0.7140,0.721,3.41,0.0151,5.87
20152667,0.7076,0.821,6.68,0.0655,25.5
20152671,0.3660,0.716,2.68,0.0454,17.7
20152679,0.5524,1.008,4.93,0.0601,23.4
20152680,0.6396,0.522,10.93,0.0059,2.3
20152685,0.5730,0.575,0.15,0.00162,0.629
20152742,0.7392,0.229,13.43,0.112,43.5
20152754,0.4974,0.599,2.02,0.0189,7.34
20152756,0.4149,0.849,15.22,0.0665,25.9
20152770,0.6543,0.649,7.14,0.0169,6.56
20152787,0.2316,1.048,15.95,0.0964,37.5
20152828,0.5231,0.554,5.15,0.0483,18.8
20152889,0.6407,0.603,41.55,0.317,123
20152895,0.4953,1.154,2.97,0.149,58.1
20152931,0.4557,0.506,28.58,0.163,63.4
20152941,0.6807,0.473,8.73,0.127,49.4
20152942,0.4569,1.053,27.07,0.18,70
20152952,0.1869,1.125,55.29,0.279,109
20152964,0.3934,0.847,13.23,0.0916,35.6
20152978,0.2368,0.887,25.01,0.027,10.5
20153002,0.7960,0.273,31.42,0.0299,11.6
20153195,0.6192,0.496,41.10,0.0914,35.6
20153201,0.7808,0.200,7.77,0.00286,1.11
20153219,0.4356,1.179,40.34,0.195,75.8
20153220,0.6679,0.844,6.23,0.0321,12.5
20153243,0.5307,0.610,35.98,0.402,156
20153249,0.5907,0.867,41.28,0.0561,21.8
20153267,0.6138,0.688,9.68,0.119,46.5
20153271,0.4024,0.931,21.65,0.191,74.5
20153306,0.5232,1.217,26.98,0.506,197
20153311,0.6459,0.886,28.41,0.0397,15.5
20153315,0.4496,0.681,34.70,0.098,38.1
20153349,0.6380,0.652,10.55,0.052,20.2
20153415,0.2139,0.701,50.21,0.0741,28.9
20153460,0.5812,0.592,10.09,0.14,54.3
20153591,0.4800,1.034,6.69,0.0472,18.4
20153792,0.7429,0.540,10.48,0.0565,22
20153814,0.4673,0.912,1.92,0.0019,0.738
20153842,0.5670,1.190,9.00,0.208,80.8
20153951,0.3420,1.208,15.47,0.249,97.1
20153953,0.8089,0.339,31.01,0.41,159
20153957,0.7591,0.610,46.54,0.0816,31.7
20153958,0.4514,0.934,4.64,0.032,12.5
20154007,0.3470,1.187,2.73,0.175,68.1
20154019,0.3602,0.848,4.97,0.0253,9.86
20154020,0.5897,0.632,12.12,0.154,59.8
20154029,0.4624,1.016,44.20,0.0868,33.8
20154035,0.5320,0.566,49.06,0.426,166
20154144,0.2961,1.291,23.62,0.368,143
20154229,0.7186,0.521,10.09,0.158,61.4
20154244,0.5499,1.037,3.25,0.0613,23.9
20154268,0.4650,0.808,14.57,0.177,69
20154269,0.4865,0.961,14.40,0.0226,8.78
20154275,0.4908,0.552,11.58,0.0367,14.3
20154276,0.6889,0.530,8.74,0.00394,1.53
20154278,0.5915,0.737,29.76,0.185,72
20154300,0.4725,0.638,8.29,0.142,55.1
20154302,0.5615,0.754,28.83,0.0381,14.8
20154330,0.4087,0.873,7.16,0.0328,12.8
20154347,0.6919,0.570,17.74,0.27,105
20154453,0.8352,0.426,20.82,0.345,134
20154555,0.5803,0.497,36.82,0.117,45.5
20154589,0.4590,1.238,7.18,0.263,102
20154590,0.4021,0.661,1.42,0.0131,5.09
20154631,0.4915,0.792,15.90,0.204,79.3
20154652,0.4505,0.582,16.18,0.236,91.7
20154656,0.6468,0.816,22.94,0.153,59.5
20154658,0.4548,0.598,19.28,0.153,59.5
20154715,0.4907,0.824,4.10,0.0582,22.6
20154807,0.3166,1.014,15.53,0.146,57
20154988,0.6800,0.482,9.82,0.152,59.3
20154991,0.3227,1.155,5.63,0.195,75.8
20154993,0.6637,0.510,10.32,0.0749,29.1
20155110,0.3485,0.822,30.38,0.113,44
20155140,0.8724,0.163,28.61,0.0767,29.8
20155334,0.4092,1.202,6.61,0.224,87
20155336,0.7376,0.557,4.19,0.0723,28.1
20155338,0.4825,0.812,2.08,0.013,5.06
20155340,0.4658,1.126,9.24,0.111,43.2
20155341,0.2415,1.121,18.52,0.286,111
20159399,0.2140,1.200,41.97,0.194,75.6
20159402,0.5719,1.019,7.57,0.0762,29.7
20159454,0.2527,1.055,37.75,0.246,95.7
20159459,0.7989,0.470,56.16,0.531,207
20159467,0.2828,1.298,6.14,0.315,123
20159495,0.4823,1.216,4.06,0.205,79.9
20159504,0.6170,0.932,9.69,0.0491,19.1
20159518,0.4452,1.167,47.47,0.339,132
20159533,0.2889,1.177,12.85,0.291,113
20159555,0.2300,1.255,29.44,0.35,136
20159560,0.4348,1.252,25.70,0.472,184
20159608,0.3517,1.086,58.88,0.101,39.2
20159609,0.4625,1.135,40.01,0.313,122
20159635,0.3242,1.151,16.24,0.262,102
20159677,0.5951,0.750,6.07,0.0562,21.9
20159686,0.6880,0.563,24.73,0.283,110
20159699,0.7159,0.482,16.81,0.215,83.8
20159856,0.4657,1.151,9.76,0.137,53.4
20159857,0.5935,0.920,23.15,0.0154,6
20159923,0.5249,1.198,7.53,0.22,85.5
20159928,0.4193,0.961,27.75,0.218,85
20159929,0.4078,1.117,54.42,0.126,48.9
20161989,0.2138,0.883,26.07,0.0144,5.61
20161995,0.4785,1.193,25.26,0.246,95.7
20161998,0.4063,1.275,8.23,0.277,108
20161999,0.5126,1.130,7.38,0.116,45
20162000,0.4624,0.902,1.09,0.00902,3.51
20162004,0.6646,0.299,7.22,0.0575,22.4
20162011,0.5970,1.142,4.55,0.154,60.1
20162015,0.2841,0.711,23.75,0.255,99.1
20162038,0.2766,1.148,17.23,0.134,52
20162039,0.6604,0.612,5.28,0.0121,4.72
20162058,0.5542,1.055,4.85,0.0875,34.1
20162063,0.6664,0.405,13.01,0.151,58.8
20162080,0.3582,0.576,16.21,0.187,72.9
20162082,0.1871,1.013,20.05,0.0413,16.1
20162116,0.5585,0.846,7.11,0.0473,18.4
20162117,0.3448,0.611,26.80,0.11,42.9
20162120,0.5710,0.467,2.13,0.012,4.68
20162142,0.3179,0.597,21.81,0.151,58.8
20162149,0.3965,1.131,11.93,0.229,89.1
20162157,0.3516,0.841,15.27,0.0565,22
20162161,0.4428,1.179,43.14,0.447,174
20162162,0.1948,0.971,10.84,0.00129,0.504
20162168,0.5990,1.118,4.01,0.124,48.2
20162173,0.1911,0.963,5.87,0.000833,0.324
20162181,0.2806,1.014,18.94,0.0639,24.9
20162183,0.5349,0.964,1.43,0.013,5.07
20162186,0.6115,1.052,27.59,0.373,145
20162195,0.7731,0.363,5.89,0.0879,34.2
20162196,0.3749,1.142,22.43,0.241,93.6
20162210,0.6975,0.697,5.28,0.0532,20.7
20162214,0.5859,0.962,19.16,0.119,46.2
20162215,0.4365,0.609,17.34,0.257,99.8
20162269,0.7378,0.298,40.13,0.077,30
20162273,0.2364,1.217,20.19,0.245,95.5
20162361,0.4111,0.516,2.71,0.0227,8.83
20162385,0.3587,0.475,6.88,0.0834,32.5
20162416,0.4781,0.968,0.40,0.00108,0.42
20162421,0.1238,0.829,22.32,0.0295,11.5
20162422,0.5311,0.566,1.40,0.0119,4.63
20162433,0.4817,0.704,13.94,0.0672,26.1
20162452,0.4463,1.254,5.45,0.251,97.5
20162463,0.2382,0.873,22.21,0.111,43
20162470,0.5531,0.497,35.27,0.268,104
20162472,0.1184,1.110,31.86,0.167,65
20162474,0.3573,0.797,50.71,0.00435,1.69
20162483,0.3737,0.547,51.18,0.174,67.9
20162510,0.3023,0.960,38.14,0.0237,9.21
20162566,0.5761,1.113,14.29,0.164,64
20162567,0.2501,0.935,13.75,0.00693,2.7
20162581,0.3517,1.081,15.89,0.212,82.4
20162635,0.5155,1.245,7.88,0.282,110
20162679,0.5716,0.514,29.23,0.411,160
20162687,0.5438,0.855,14.77,0.0344,13.4
20162694,0.4224,0.503,32.22,0.224,87.2
20162695,0.6356,0.774,2.19,0.0232,9.02
20162698,0.4873,1.087,20.69,0.337,131
20162723,0.6815,0.565,6.39,0.109,42.6
20162740,0.5034,1.221,39.22,0.259,101
20162741,0.4994,1.161,11.85,0.19,74
20162781,0.4260,1.278,10.03,0.294,115
20162783,0.2323,1.009,7.26,0.03,11.7
20162825,0.7443,0.453,9.07,0.0164,6.37
20162854,0.1492,1.125,21.27,0.212,82.6
20162873,0.0864,1.280,20.19,0.287,112
20162882,0.5752,0.464,6.50,0.0325,12.7
20162900,0.5356,1.196,6.16,0.238,92.6
20162903,0.2373,0.995,47.49,0.0857,33.4
20162911,0.3394,0.795,7.95,0.1,39.1
20162913,0.5195,0.611,8.65,0.146,56.9
20162922,0.3818,0.815,10.30,0.0143,5.56
20162926,0.6175,1.126,42.66,0.419,163
20162979,0.5437,0.930,17.09,0.0214,8.31
20162980,0.4887,0.794,30.40,0.199,77.4
20162998,0.4745,1.012,1.68,0.0284,11
20163000,0.0514,1.184,3.55,0.179,69.6
20163001,0.4533,1.161,19.98,0.265,103
20163014,0.4457,0.991,9.94,0.0315,12.3
20163015,0.3683,0.895,10.62,0.0633,24.6
20163023,0.5465,0.362,27.15,0.0563,21.9
20163026,0.3651,0.823,11.86,0.0228,8.86
20163051,0.5665,0.986,9.28,0.0316,12.3
20163067,0.5859,0.847,7.61,0.0118,4.61
20163070,0.6358,1.060,14.54,0.189,73.4
20163081,0.2032,0.866,11.50,0.0779,30.3
20163132,0.2952,0.860,48.78,0.00113,0.44
20163191,0.4653,0.981,16.29,0.0612,23.8
20163243,0.6016,0.303,20.28,0.00394,1.53
20163249,0.3348,0.894,6.97,0.0159,6.18
20163250,0.5351,1.251,35.23,0.26,101
20163252,0.4413,1.191,9.00,0.181,70.4
20163295,0.6452,0.874,5.81,0.0525,20.4
20163335,0.6667,0.443,56.32,0.501,195
20163348,0.4346,0.495,5.42,0.00652,2.54
20163364,0.3689,0.862,4.19,0.0259,10.1
20163373,0.5463,0.667,1.67,0.00265,1.03
20163412,0.4510,1.047,34.48,0.147,57.2
20163454,0.3699,0.732,23.12,0.237,92.3
20163667,0.5717,1.106,4.64,0.147,57.3
20163679,0.4715,0.790,5.06,0.0719,28
20163683,0.6882,0.492,20.63,0.0209,8.14
20163691,0.5217,1.156,40.80,0.354,138
20163692,0.4108,0.899,7.21,0.0929,36.2
20163693,0.3221,0.502,25.62,0.208,80.8
20163694,0.5434,1.206,9.82,0.262,102
20163696,0.5189,0.756,29.50,0.0535,20.8
20163697,0.4731,0.848,2.95,0.0422,16.4
20163732,0.6963,0.836,44.61,0.157,61.2
20163758,0.7413,0.335,41.53,0.0911,35.4
20163760,0.5043,1.245,13.07,0.279,108
20163818,0.3546,0.793,10.39,0.0265,10.3
20163899,0.2094,0.655,8.55,0.0179,6.96
20163902,0.2480,1.249,16.11,0.27,105
20164120,0.4080,0.895,11.03,0.0845,32.9
20164121,0.2921,0.786,44.06,0.00145,0.565
20164184,0.4533,0.890,4.60,0.0547,21.3
20164201,0.8601,0.279,34.58,0.413,161
20164202,0.2790,0.712,4.67,0.0234,9.1
20164206,0.4097,1.004,18.27,0.112,43.6
20164207,0.1359,0.865,13.65,0.00309,1.2
20164211,0.4233,0.961,2.26,0.0326,12.7
20164214,0.3927,1.287,5.46,0.291,113
20164215,0.3964,1.277,4.88,0.277,108
20164216,0.5656,0.934,20.06,0.021,8.19
20164217,0.4161,1.175,48.93,0.162,63
20164221,0.2054,1.196,6.48,0.219,85.3
20164222,0.2470,0.982,16.11,0.0939,36.5
20164294,0.4545,0.337,2.95,0.095,37
20164341,0.2541,1.213,13.01,0.255,99.3
20164342,0.3611,1.003,19.17,0.176,68.6
20164400,0.4679,0.882,6.63,0.0498,19.4
20168044,0.2833,0.703,34.83,0.202,78.6
20168318,0.5419,0.990,6.49,0.0444,17.3
20168378,0.4495,1.176,6.81,0.204,79.4
20168791,0.5047,1.138,5.18,0.134,52.2
20169352,0.5197,1.000,32.28,0.121,47
20169675,0.5474,1.232,12.62,0.282,110
20170013,0.8000,0.589,25.42,0.31,121
20170086,0.6261,0.712,2.13,0.0116,4.51
20170502,0.8819,0.292,10.52,0.0731,28.4
20170891,0.4054,1.179,8.15,0.19,73.9
20170903,0.6030,0.530,8.27,0.03,11.7
20171486,0.5121,0.875,6.09,0.0677,26.3
20171576,0.5837,0.452,17.28,0.00249,0.968
20171819,0.1666,1.247,9.95,0.28,109
20171839,0.3106,1.007,17.08,0.0449,17.5
20172034,0.2025,1.019,25.03,0.0751,29.2
20172678,0.7028,0.760,2.82,0.0157,6.11
20172718,0.2046,1.280,19.58,0.388,151
20172722,0.6994,0.464,7.22,0.103,40.1
20172974,0.2465,1.234,8.47,0.293,114
20173232,0.5334,1.279,9.61,0.33,128
20173561,0.3111,0.998,28.00,0.0181,7.03
20173664,0.2689,1.109,4.02,0.108,42.1
20173689,0.3951,1.076,10.43,0.113,44
20174050,0.1134,1.139,50.06,0.16,62.1
20174806,0.5672,1.095,10.60,0.127,49.3
20174881,0.5571,0.555,57.24,0.459,179
20175114,0.6641,0.756,5.72,0.0606,23.6
20175189,0.3858,1.264,2.62,0.254,98.8
20175706,0.3501,0.685,1.97,0.0281,10.9
20175729,0.4245,0.732,11.54,0.0236,9.19
20175921,0.4840,0.706,20.71,0.143,55.5
20177016,0.5822,0.485,13.81,0.157,61.2
20177049,0.6142,0.547,0.65,0.000114,0.0444
20177255,0.4862,1.179,10.25,0.175,68
20177614,0.5204,0.906,5.44,0.00899,3.5
20177651,0.6991,0.347,42.41,0.496,193
20178601,0.4920,1.257,4.18,0.271,106
20178871,0.4643,1.272,7.62,0.254,98.8
20179806,0.5348,0.864,4.93,0.00512,1.99
20180186,0.6314,0.892,8.56,0.0455,17.7
20183548,0.3403,1.217,10.53,0.227,88.3
20184266,0.5980,0.853,3.83,0.00794,3.09
20184990,0.7990,0.212,45.12,0.23,89.6
20185702,0.3002,1.279,24.70,0.488,190
20185716,0.2739,1.224,35.19,0.413,161
20185851,0.3767,0.851,8.67,0.0143,5.58
20185853,0.3109,1.280,36.92,0.314,122
20186822,0.4526,0.861,13.06,0.0736,28.6
20186823,0.6767,0.390,21.96,0.237,92.4
20186844,0.6734,0.793,7.77,0.0191,7.43
20187026,0.1355,0.830,30.00,0.0956,37.2
20187040,0.3222,0.919,6.03,0.0187,7.26
20188174,0.3907,0.499,40.86,0.0936,36.4
20188452,0.5726,1.091,24.70,0.0982,38.2
20189008,0.7934,0.448,8.04,0.0879,34.2
20189011,0.2322,1.152,18.70,0.223,86.8
20189040,0.3824,0.848,13.09,0.0101,3.95
20189058,0.5113,1.257,26.22,0.539,210
20189062,0.3875,1.181,12.85,0.273,106
20189173,0.5702,0.793,43.08,0.14,54.5
20189263,0.5885,1.123,16.74,0.151,58.6
20189552,0.5357,1.187,30.15,0.332,129
20189630,0.6932,0.370,12.62,0.126,49.1
20189700,0.1914,1.183,10.72,0.219,85.1
20189865,0.8056,0.273,21.57,0.0373,14.5
20189973,0.3770,1.149,26.96,0.159,62
20190119,0.8896,0.273,29.73,0.299,116
20190135,0.6884,0.629,6.22,0.0781,30.4
20190161,0.4525,1.226,3.98,0.23,89.5
20190166,0.4715,1.118,4.21,0.127,49.3
20190208,0.4862,1.055,4.09,0.0983,38.2
20190491,0.2346,1.010,5.28,0.0546,21.3
20190758,0.3647,1.112,13.96,0.167,65
20190788,0.7921,0.264,20.08,0.162,62.9
20191094,0.6406,0.761,32.14,0.0827,32.2
20192559,0.2266,0.831,10.06,0.0273,10.6
20192563,0.4077,0.860,24.76,0.0336,13.1
20192642,0.7703,0.607,6.81,0.0508,19.8
20193178,0.7014,0.578,13.13,0.221,85.8
20194006,0.4246,0.834,4.26,0.017,6.6
20194126,0.2478,1.078,26.68,0.0822,32
20194268,0.7875,0.309,5.44,0.0258,10
20194386,0.6138,0.889,13.69,0.114,44.3
20196068,0.6647,0.710,59.33,0.0295,11.5
20196256,0.6187,1.190,70.88,0.212,82.4
20196625,0.5923,0.753,13.74,0.00315,1.23
20197588,0.4660,0.985,42.72,0.00937,3.65
20198752,0.5238,1.195,1.76,0.213,83
20198856,0.3354,1.099,25.00,0.139,54.1
20199003,0.1520,0.813,21.62,0.0225,8.76
20199145,0.7323,0.441,3.77,0.0296,11.5
20199801,0.5694,0.725,2.29,0.00636,2.47
20200754,0.5170,0.848,15.51,0.0963,37.5
20200840,0.5611,1.018,1.94,0.0389,15.1
20202411,0.7521,0.533,16.25,0.194,75.4
20202435,0.6914,0.408,29.08,0.324,126
20202683,0.5624,0.279,3.44,0.0441,17.2
20203015,0.1432,1.274,26.76,0.312,121
20203217,0.3305,1.294,3.50,0.316,123
20203471,0.3736,0.536,17.19,0.0886,34.5
20204131,0.6325,0.421,5.65,0.0514,20
20204232,0.5634,0.545,17.34,0.253,98.4
20205378,0.1414,1.171,19.36,0.173,67.2
20205388,0.1708,1.139,12.37,0.166,64.5
20205744,0.7490,0.577,12.08,0.058,22.6
20206359,0.3035,1.249,33.12,0.376,146
20206378,0.4390,1.003,6.72,0.0441,17.2
20206910,0.7156,0.732,5.02,0.021,8.16
20207398,0.6420,0.748,2.60,0.00966,3.76
20207945,0.1186,0.916,8.71,0.0204,7.92
20207970,0.5321,1.230,3.39,0.255,99.1
20208023,0.2353,0.714,6.50,0.00566,2.2
20208115,0.3547,0.839,23.30,0.0114,4.45
20208565,0.5387,0.580,53.85,0.398,155
20208617,0.6840,0.555,9.92,0.071,27.6
20209215,0.1212,0.869,2.56,0.0222,8.64
20209924,0.4535,1.109,23.77,0.148,57.6
20210012,0.4742,1.213,9.27,0.201,78.3
20211871,0.5115,0.902,7.88,0.0614,23.9
20211914,0.6022,1.035,19.49,0.225,87.5
20212359,0.7075,0.590,15.96,0.257,100
20212546,0.5151,1.034,7.35,0.0171,6.64
20213053,0.3370,1.202,0.51,0.209,81.5
20213869,0.6031,0.738,37.00,0.13,50.4
20214088,0.6903,0.895,13.35,0.134,52.1
20214869,0.6530,0.989,2.00,0.0303,11.8
20215167,0.3090,1.168,26.97,0.372,145
20215188,0.6630,0.905,22.27,0.133,51.9
20215442,0.2742,0.663,36.29,0.133,51.8
20215588,0.6755,0.361,3.05,0.00304,1.18
20215757,0.3671,1.163,24.88,0.341,133
20216115,0.5865,0.631,2.09,0.0351,13.7
20216258,0.4851,0.861,2.63,0.0236,9.17
20216523,0.4121,0.537,5.21,0.035,13.6
20216689,0.5323,1.292,4.17,0.278,108
20216707,0.4127,1.279,22.70,0.376,147
20216985,0.2618,0.871,4.72,1.13e-05,0.00439
20217013,0.1980,1.059,43.88,0.131,50.8
20217390,0.4779,0.849,28.49,0.0557,21.7
20217430,0.2705,0.897,13.01,0.0282,11
20217628,0.7117,0.728,4.44,0.0341,13.3
20217796,0.6190,1.046,37.53,0.0545,21.2
20217807,0.3854,1.060,11.24,0.0728,28.3
20217837,0.6775,0.340,16.97,0.217,84.5
20218017,0.1927,0.966,12.00,0.105,41
20218863,0.5479,0.993,11.03,0.0739,28.8
20219021,0.7333,0.362,53.13,0.428,167
20219071,0.2821,0.756,20.02,0.251,97.5
20219527,0.5376,1.149,5.78,0.16,62.3
20220124,0.3779,0.906,51.35,0.0948,36.9
20220839,0.5951,0.770,3.69,0.0233,9.08
20220909,0.7055,0.747,13.87,0.0982,38.2
20221455,0.6568,0.692,0.91,0.00584,2.27
20221787,0.1947,1.292,2.45,0.312,121
20221980,0.4008,0.804,21.59,0.0341,13.3
20222008,0.5500,1.063,1.67,0.0687,26.7
20222073,0.1308,1.205,34.23,0.341,133
20222165,0.4820,1.143,23.32,0.271,105
20222869,0.5450,0.817,33.71,0.0975,37.9
20223456,0.3354,1.063,5.15,0.0981,38.2
20224926,0.4399,0.818,30.22,0.171,66.6
20225312,0.0581,1.120,2.47,0.113,44.2
20225416,0.8302,0.241,38.26,0.249,96.7
20225586,0.7075,0.380,20.64,0.234,91
20225900,0.6203,0.724,10.56,0.153,59.7
20226198,0.2575,1.295,8.70,0.341,133
20226219,0.4435,1.277,5.99,0.292,114
20226514,0.6158,0.421,2.56,0.015,5.83
20226554,0.2614,0.826,9.27,0.0309,12
20228368,0.7022,0.440,14.73,0.0223,8.69
20228502,0.1966,0.870,7.63,0.0663,25.8
20228587,0.0933,1.237,23.87,0.33,128
20229007,0.8484,0.333,8.66,0.126,49.1
20229672,0.6136,0.515,38.20,0.236,92
20230089,0.2642,0.970,21.28,0.0797,31
20230111,0.3693,0.519,17.51,0.0411,16
20230118,0.5595,1.182,24.49,0.441,172
20230420,0.6520,0.810,20.12,0.146,56.8
20230549,0.3562,0.938,13.11,0.0281,10.9
20230599,0.8172,0.397,20.96,0.333,130
20230979,0.6137,1.104,11.21,0.171,66.7
20231134,0.4949,0.997,28.53,0.258,100
20231792,0.3053,1.277,37.59,0.309,120
20231937,0.8258,0.296,39.01,0.00346,1.35
20232368,0.2237,1.102,22.87,0.0878,34.2
20232382,0.4935,1.183,7.45,0.206,80.2
20232691,0.4695,0.836,9.08,0.0318,12.4
20234061,0.5721,1.011,8.16,0.0519,20.2
20234145,0.3213,0.636,5.43,0.0101,3.92
20234341,0.6042,0.374,20.67,0.157,61.2
20235086,0.4658,1.256,7.40,0.247,96.1
20235700,0.7291,0.547,17.83,0.0768,29.9
20235756,0.2589,0.840,39.14,0.0351,13.6
20236716,0.4750,1.142,9.86,0.123,48
20237442,0.2416,1.142,20.84,0.303,118
20237551,0.3470,0.918,34.27,0.193,75
20237805,0.3411,1.057,35.30,0.0923,35.9
20238063,0.7137,0.498,31.79,0.363,141
20238456,0.3003,0.972,18.15,0.165,64
20239849,0.6339,0.826,15.75,0.0707,27.5
20240320,0.1213,1.282,15.82,0.275,107
20241370,0.3935,1.016,17.27,0.142,55.4
20241596,0.3401,1.191,27.10,0.414,161
20241662,0.3884,1.119,28.62,0.224,87.1
20242147,0.7202,0.548,23.35,0.301,117
20242187,0.4801,1.220,5.58,0.234,91.2
20242191,0.4923,0.403,18.25,0.0666,25.9
20242211,0.4753,1.217,4.84,0.21,81.9
20242216,0.5418,1.022,39.67,0.00605,2.36
20242450,0.4771,0.567,37.03,0.0479,18.6
20242643,0.8652,0.247,8.41,0.00548,2.13
20242708,0.6954,0.762,0.79,0.011,4.3
20243025,0.5237,1.274,15.89,0.314,122
20243147,0.4156,1.249,7.36,0.234,91.2
20243298,0.5566,1.108,12.02,0.121,46.9
20243566,0.6417,0.882,19.58,0.0398,15.5
20244670,0.4857,0.899,11.90,0.0927,36.1
20244977,0.4446,0.978,15.74,0.0108,4.2
20246138,0.4814,1.123,1.69,0.12,46.6
20247156,0.5272,1.049,21.85,0.271,105
20247360,0.8368,0.420,19.08,0.00576,2.24
20247517,0.6991,0.246,12.75,0.106,41.2
20248083,0.6136,1.286,23.36,0.539,210
20248590,0.6969,0.884,52.31,0.101,39.1
20248818,0.2852,1.196,29.22,0.217,84.6
20248926,0.3301,1.135,24.65,0.276,107
20249595,0.3708,1.261,7.02,0.307,119
20249615,0.3937,1.193,30.43,0.334,130
20249816,0.4787,1.066,7.30,0.0972,37.8
20249886,0.2834,1.063,22.85,0.197,76.6
20250162,0.3272,1.293,3.46,0.302,117
20250458,0.4929,0.517,35.55,0.0897,34.9
20250577,0.5178,0.506,46.88,0.0743,28.9
20250614,0.6595,0.695,34.84,0.251,97.6
20250620,0.6025,0.838,16.08,0.0317,12.3
20250680,0.3645,0.567,9.45,0.0477,18.6
20250697,0.4392,0.774,12.65,0.067,26.1
20250706,0.7011,0.883,6.93,0.0338,13.2
20251346,0.5332,0.940,8.18,0.0423,16.4
20251722,0.6610,0.568,3.17,0.00629,2.45
20251732,0.1125,1.065,4.19,0.0763,29.7
20252091,0.7625,0.535,9.38,0.0668,26
20252373,0.7356,0.344,38.51,0.402,157
20252399,0.5459,0.397,15.21,0.00913,3.55
20252558,0.3972,0.657,7.16,0.122,47.4
20252793,0.2179,1.029,46.44,0.224,87
20253062,0.1965,1.100,2.15,0.0831,32.3
20253106,0.7924,0.286,48.65,0.159,62
20253586,0.2074,1.148,38.75,0.356,139
20253841,0.6462,0.807,8.03,0.0113,4.39
20254417,0.6043,0.822,52.46,0.186,72.2
20254419,0.4340,1.175,43.51,0.376,146
20255071,0.6324,0.368,2.64,0.0232,9.04
20255501,0.7324,0.450,4.84,0.068,26.5
20256004,0.3001,1.108,2.29,0.112,43.7
20256412,0.2238,1.267,26.86,0.289,113
20256670,0.3633,1.282,2.31,0.289,113
20257744,0.5860,0.702,7.92,0.129,50.3
20257838,0.4197,1.256,7.06,0.274,107
20258325,0.3956,1.039,7.94,0.0787,30.6
20259221,0.8332,0.184,23.70,0.131,51.1
20259802,0.3298,1.176,31.43,0.342,133
20260141,0.2519,0.847,17.75,0.00752,2.92
20260277,0.2097,0.707,19.36,0.0965,37.6
20261938,0.2185,1.198,0.71,0.192,74.5
20262623,0.3329,0.656,27.55,0.254,98.7
20263976,0.2614,0.773,13.47,0.0478,18.6
20264308,0.2486,1.079,4.28,0.0812,31.6
20264357,0.3600,0.478,8.59,0.0214,8.34
20264993,0.4107,0.810,3.15,0.0449,17.5
20265032,0.7023,0.686,40.14,0.308,120
20265187,0.3304,0.836,29.57,0.127,49.6
20265196,0.3783,0.904,15.22,0.0378,14.7
20265482,0.3277,0.759,6.17,0.0186,7.24
20265661,0.7392,0.494,27.74,0.461,180
20265962,0.3359,1.215,4.35,0.222,86.2
20267131,0.6573,0.826,15.65,0.00268,1.04
20267136,0.4178,0.668,10.82,0.176,68.6
20267221,0.6599,0.354,1.64,0.00834,3.25
20267223,0.9008,0.183,12.76,0.106,41.3
20267270,0.5159,1.276,8.15,0.316,123
20267337,0.5142,0.617,19.43,0.000899,0.35
20267494,0.7844,0.586,46.75,0.0311,12.1
20267720,0.7195,0.387,21.15,0.0489,19
20267729,0.6087,0.750,5.83,0.0327,12.7
20267759,0.1843,1.120,21.21,0.235,91.3
20267940,0.5240,0.526,14.14,0.0902,35.1
20269690,0.6037,0.793,3.58,0.00259,1.01
20271480,0.4420,0.703,24.75,0.0673,26.2
20274138,0.5691,0.571,12.83,0.101,39.3
20274855,0.3009,1.146,9.54,0.21,81.6
20275545,0.2209,1.179,32.42,0.376,146
20275558,0.1708,1.286,11.02,0.294,114
20275611,0.1818,1.254,8.23,0.31,121
20275677,0.3206,0.870,17.10,0.00955,3.72
20275714,0.4585,0.807,17.97,0.0848,33
20275792,0.2218,1.189,30.60,0.346,134
20275974,0.7958,0.418,11.29,0.0639,24.9
20275975,0.4639,0.793,22.03,0.0917,35.7
20275976,0.5853,0.914,22.35,0.0601,23.4
20276033,0.9149,0.117,15.44,0.00551,2.15
20276049,0.5611,0.980,47.29,0.0957,37.3
20276111,0.3493,1.214,17.32,0.376,146
20276392,0.2707,1.173,14.52,0.182,71
20276397,0.4797,1.178,4.45,0.192,74.6
20276409,0.5874,0.513,50.26,0.342,133
20276468,0.3454,1.295,35.88,0.478,186
20276660,0.2888,1.270,29.79,0.318,124
20276703,0.7500,0.315,9.82,0.131,51.1
20276732,0.7808,0.322,40.82,0.106,41.4
20276770,0.5987,0.317,28.98,0.0923,35.9
20276786,0.3301,1.152,10.12,0.136,53
20276891,0.3813,0.801,26.11,0.161,62.5
20277039,0.5859,0.683,15.87,0.208,80.9
20277127,0.2333,1.258,2.88,0.273,106
20277142,0.8272,0.303,26.56,0.31,121
20277279,0.3677,1.023,20.21,0.208,81
20277473,0.4415,1.229,43.07,0.497,193
20277475,0.2373,0.771,9.84,0.00284,1.11
20277570,0.6170,0.526,4.11,0.0165,6.41
20277616,0.6920,0.795,18.71,0.169,65.7
20277617,0.6334,0.558,16.17,0.253,98.4
20277810,0.3774,0.623,7.10,0.104,40.6
20277830,0.2638,0.726,9.54,0.0934,36.4
20277958,0.7362,0.541,13.03,0.218,84.8
20278327,0.7258,0.689,54.49,0.282,110
20278381,0.2588,0.758,5.83,0.0691,26.9
20279744,0.6109,0.650,4.66,0.00278,1.08
